date,BTC-USD,fng_value,confidence
2022-11-03,20209.98828125,30,0.118
2022-11-04,21147.23046875,30,0.1074
2022-11-05,21282.69140625,38,0.1321
2022-11-06,20926.486328125,40,0.1291
2022-11-07,20602.81640625,33,0.1265
2022-11-08,18541.271484375,31,0.1225
2022-11-09,15880.7802734375,29,0.074
2022-11-10,17586.771484375,22,0.0407
2022-11-11,17034.29296875,25,0.0554
2022-11-12,16799.185546875,21,0.0613
2022-11-13,16353.365234375,22,0.0399
2022-11-14,16618.19921875,24,0.0313
2022-11-15,16884.61328125,22,0.0419
2022-11-16,16669.439453125,23,0.0434
2022-11-17,16687.517578125,20,0.0357
2022-11-18,16697.77734375,23,0.0383
2022-11-19,16711.546875,23,0.0454
2022-11-20,16291.83203125,24,0.0434
2022-11-21,15787.2841796875,21,0.0251
2022-11-22,16189.76953125,22,0.0224
2022-11-23,16610.70703125,22,0.0329
2022-11-24,16604.46484375,20,0.0336
2022-11-25,16521.841796875,20,0.0305
2022-11-26,16464.28125,22,0.0216
2022-11-27,16444.626953125,26,0.0348
2022-11-28,16217.322265625,28,0.0354
2022-11-29,16444.982421875,26,0.0299
2022-11-30,17168.56640625,29,0.039
2022-12-01,16967.1328125,27,0.0558
2022-12-02,17088.66015625,27,0.0407
2022-12-03,16908.236328125,27,0.0454
2022-12-04,17130.486328125,26,0.0478
2022-12-05,16974.826171875,26,0.0529
2022-12-06,17089.50390625,25,0.0468
2022-12-07,16848.126953125,29,0.0628
2022-12-08,17233.474609375,25,0.0592
2022-12-09,17133.15234375,26,0.0589
2022-12-10,17128.724609375,27,0.0588
2022-12-11,17104.193359375,26,0.0557
2022-12-12,17206.4375,27,0.0538
2022-12-13,17781.318359375,27,0.067
2022-12-14,17815.650390625,30,0.0696
2022-12-15,17364.865234375,31,0.0654
2022-12-16,16647.484375,29,0.0508
2022-12-17,16795.091796875,28,0.0451
2022-12-18,16757.9765625,26,0.0505
2022-12-19,16439.6796875,29,0.0452
2022-12-20,16906.3046875,29,0.0453
2022-12-21,16817.53515625,26,0.0527
2022-12-22,16830.341796875,28,0.048
2022-12-23,16796.953125,27,0.0469
2022-12-24,16847.755859375,29,0.0243
2022-12-25,16841.986328125,29,0.0522
2022-12-26,16919.8046875,28,0.047
2022-12-27,16717.173828125,27,0.0402
2022-12-28,16552.572265625,28,0.0616
2022-12-29,16642.341796875,28,0.0494
2022-12-30,16602.5859375,28,0.0579
2022-12-31,16547.49609375,25,0.0566
2023-01-01,16625.080078125,26,0.0562
2023-01-02,16688.470703125,27,0.0581
2023-01-03,16679.857421875,26,0.0584
2023-01-04,16863.23828125,29,0.0545
2023-01-05,16836.736328125,29,0.0628
2023-01-06,16951.96875,26,0.0719
2023-01-07,16955.078125,25,0.0637
2023-01-08,17091.14453125,25,0.0639
2023-01-09,17196.5546875,25,0.0655
2023-01-10,17446.29296875,26,0.075
2023-01-11,17934.896484375,26,0.0719
2023-01-12,18869.587890625,30,0.0875
2023-01-13,19909.57421875,31,0.1143
2023-01-14,20976.298828125,46,0.1431
2023-01-15,20880.798828125,52,0.1617
2023-01-16,21169.6328125,45,0.1579
2023-01-17,21161.51953125,51,0.1661
2023-01-18,20688.78125,52,0.159
2023-01-19,21086.79296875,45,0.1549
2023-01-20,22676.552734375,51,0.1589
2023-01-21,22777.625,53,0.1893
2023-01-22,22720.416015625,53,0.2018
2023-01-23,22934.431640625,50,0.2042
2023-01-24,22636.46875,52,0.1942
2023-01-25,23117.859375,51,0.2108
2023-01-26,23032.77734375,54,0.2097
2023-01-27,23078.728515625,55,0.2096
2023-01-28,23031.08984375,52,0.2161
2023-01-29,23774.56640625,55,0.2151
2023-01-30,22840.138671875,61,0.2142
2023-01-31,23139.283203125,51,0.1913
2023-02-01,23723.76953125,56,0.2064
2023-02-02,23471.87109375,60,0.221
2023-02-03,23449.322265625,60,0.2133
2023-02-04,23331.84765625,58,0.2125
2023-02-05,22955.666015625,58,0.2176
2023-02-06,22760.109375,56,0.2097
2023-02-07,23264.291015625,54,0.2045
2023-02-08,22939.3984375,58,0.2096
2023-02-09,21819.0390625,55,0.2135
2023-02-10,21651.18359375,48,0.1883
2023-02-11,21870.875,49,0.1838
2023-02-12,21788.203125,50,0.1932
2023-02-13,21808.1015625,48,0.1907
2023-02-14,22220.8046875,50,0.1914
2023-02-15,24307.841796875,53,0.2082
2023-02-16,23623.474609375,62,0.246
2023-02-17,24565.6015625,61,0.239
2023-02-18,24641.27734375,60,0.253
2023-02-19,24327.642578125,60,0.2527
2023-02-20,24829.1484375,58,0.2435
2023-02-21,24436.353515625,60,0.257
2023-02-22,24188.84375,59,0.241
2023-02-23,23947.4921875,56,0.2493
2023-02-24,23198.126953125,53,0.2284
2023-02-25,23175.375,52,0.2022
2023-02-26,23561.212890625,51,0.23
2023-02-27,23522.87109375,50,0.2243
2023-02-28,23147.353515625,53,0.2229
2023-03-01,23646.55078125,50,0.2336
2023-03-02,23475.466796875,51,0.2292
2023-03-03,22362.6796875,50,0.2353
2023-03-04,22353.349609375,50,0.2116
2023-03-05,22435.513671875,47,0.2108
2023-03-06,22429.7578125,48,0.2023
2023-03-07,22219.76953125,49,0.2165
2023-03-08,21718.080078125,50,0.1988
2023-03-09,20363.021484375,44,0.1877
2023-03-10,20187.244140625,34,0.1636
2023-03-11,20632.41015625,33,0.1714
2023-03-12,22163.94921875,33,0.1808
2023-03-13,24197.533203125,49,0.2135
2023-03-14,24746.07421875,56,0.2498
2023-03-15,24375.9609375,50,0.2644
2023-03-16,25052.7890625,52,0.2592
2023-03-17,27423.9296875,51,0.2806
2023-03-18,26965.87890625,64,0.3264
2023-03-19,28038.67578125,63,0.3235
2023-03-20,27767.236328125,66,0.3391
2023-03-21,28175.81640625,68,0.3345
2023-03-22,27307.4375,62,0.3412
2023-03-23,28333.97265625,57,0.3428
2023-03-24,27493.28515625,61,0.3447
2023-03-25,27494.70703125,64,0.3274
2023-03-26,27994.330078125,64,0.3277
2023-03-27,27139.888671875,64,0.3316
2023-03-28,27268.130859375,59,0.315
2023-03-29,28348.44140625,57,0.3235
2023-03-30,28033.5625,60,0.3401
2023-03-31,28478.484375,63,0.3517
2023-04-01,28411.03515625,61,0.3574
2023-04-02,28199.30859375,63,0.3625
2023-04-03,27790.220703125,63,0.3503
2023-04-04,28168.08984375,62,0.3581
2023-04-05,28177.984375,62,0.3532
2023-04-06,28044.140625,63,0.366
2023-04-07,27925.859375,64,0.3453
2023-04-08,27947.794921875,61,0.3436
2023-04-09,28333.05078125,61,0.343
2023-04-10,29652.98046875,62,0.3396
2023-04-11,30235.05859375,68,0.3744
2023-04-12,30139.052734375,65,0.3929
2023-04-13,30399.06640625,61,0.3851
2023-04-14,30485.69921875,68,0.3883
2023-04-15,30318.49609375,68,0.4016
2023-04-16,30315.35546875,68,0.3859
2023-04-17,29445.044921875,69,0.3989
2023-04-18,30397.552734375,58,0.3961
2023-04-19,28822.6796875,63,0.3873
2023-04-20,28245.98828125,52,0.3654
2023-04-21,27276.91015625,50,0.3583
2023-04-22,27817.5,53,0.3459
2023-04-23,27591.384765625,56,0.3492
2023-04-24,27525.33984375,53,0.346
2023-04-25,28307.59765625,53,0.3333
2023-04-26,28422.701171875,56,0.3468
2023-04-27,29473.787109375,59,0.354
2023-04-28,29340.26171875,64,0.3736
2023-04-29,29248.48828125,64,0.3687
2023-04-30,29268.806640625,60,0.3736
2023-05-01,28091.568359375,63,0.3848
2023-05-02,28680.537109375,55,0.3504
2023-05-03,29006.30859375,64,0.3613
2023-05-04,28847.7109375,64,0.3772
2023-05-05,29534.384765625,61,0.3666
2023-05-06,28904.623046875,60,0.3879
2023-05-07,28454.978515625,64,0.3764
2023-05-08,27694.2734375,60,0.3828
2023-05-09,27658.775390625,51,0.3812
2023-05-10,27621.755859375,52,0.3867
2023-05-11,27000.7890625,52,0.3729
2023-05-12,26804.990234375,49,0.3585
2023-05-13,26784.078125,48,0.3569
2023-05-14,26930.638671875,48,0.3687
2023-05-15,27192.693359375,50,0.345
2023-05-16,27036.650390625,54,0.3498
2023-05-17,27398.802734375,50,0.3508
2023-05-18,26832.208984375,51,0.3444
2023-05-19,26890.12890625,48,0.3423
2023-05-20,27129.5859375,48,0.3329
2023-05-21,26753.826171875,52,0.3442
2023-05-22,26851.27734375,49,0.3371
2023-05-23,27225.7265625,50,0.3451
2023-05-24,26334.818359375,50,0.3414
2023-05-25,26476.20703125,51,0.3351
2023-05-26,26719.291015625,49,0.3416
2023-05-27,26868.353515625,48,0.3424
2023-05-28,28085.646484375,50,0.3536
2023-05-29,27745.884765625,52,0.3709
2023-05-30,27702.349609375,51,0.3646
2023-05-31,27219.658203125,51,0.3547
2023-06-01,26819.97265625,52,0.3434
2023-06-02,27249.58984375,50,0.3496
2023-06-03,27075.12890625,53,0.3382
2023-06-04,27119.06640625,52,0.3464
2023-06-05,25760.09765625,53,0.3397
2023-06-06,27238.783203125,44,0.3322
2023-06-07,26345.998046875,53,0.3403
2023-06-08,26508.216796875,50,0.3404
2023-06-09,26480.375,50,0.347
2023-06-10,25851.240234375,49,0.3363
2023-06-11,25940.16796875,47,0.3318
2023-06-12,25902.5,47,0.3288
2023-06-13,25918.728515625,45,0.3262
2023-06-14,25124.67578125,46,0.3091
2023-06-15,25576.39453125,41,0.3119
2023-06-16,26327.462890625,47,0.3221
2023-06-17,26510.67578125,47,0.3317
2023-06-18,26336.212890625,49,0.341
2023-06-19,26851.029296875,47,0.3353
2023-06-20,28327.48828125,49,0.3485
2023-06-21,30027.296875,59,0.3693
2023-06-22,29912.28125,65,0.4059
2023-06-23,30695.46875,65,0.4018
2023-06-24,30548.6953125,62,0.4217
2023-06-25,30480.26171875,64,0.4256
2023-06-26,30271.130859375,55,0.4206
2023-06-27,30688.1640625,59,0.4103
2023-06-28,30086.24609375,62,0.3971
2023-06-29,30445.3515625,54,0.4113
2023-06-30,30477.251953125,56,0.421
2023-07-01,30590.078125,59,0.4124
2023-07-02,30620.76953125,63,0.4305
2023-07-03,31156.439453125,62,0.417
2023-07-04,30777.58203125,64,0.4233
2023-07-05,30514.166015625,61,0.4232
2023-07-06,29909.337890625,56,0.4066
2023-07-07,30342.265625,55,0.4172
2023-07-08,30292.541015625,58,0.4167
2023-07-09,30171.234375,55,0.4099
2023-07-10,30414.470703125,56,0.4021
2023-07-11,30620.951171875,57,0.3965
2023-07-12,30391.646484375,64,0.4041
2023-07-13,31476.048828125,57,0.3927
2023-07-14,30334.068359375,60,0.4101
2023-07-15,30295.806640625,56,0.4003
2023-07-16,30249.1328125,57,0.4048
2023-07-17,30145.888671875,54,0.3958
2023-07-18,29856.5625,56,0.4044
2023-07-19,29913.923828125,50,0.4017
2023-07-20,29792.015625,56,0.3973
2023-07-21,29908.744140625,50,0.3838
2023-07-22,29771.802734375,52,0.3959
2023-07-23,30084.5390625,54,0.4006
2023-07-24,29176.916015625,55,0.4034
2023-07-25,29227.390625,50,0.3875
2023-07-26,29354.97265625,51,0.383
2023-07-27,29210.689453125,51,0.3737
2023-07-28,29319.24609375,52,0.3775
2023-07-29,29356.91796875,52,0.3864
2023-07-30,29275.30859375,52,0.4033
2023-07-31,29230.111328125,50,0.3901
2023-08-01,29675.732421875,53,0.3875
2023-08-02,29151.958984375,53,0.3989
2023-08-03,29178.6796875,52,0.3953
2023-08-04,29074.091796875,54,0.3749
2023-08-05,29042.126953125,50,0.3763
2023-08-06,29041.85546875,49,0.3792
2023-08-07,29180.578125,49,0.3709
2023-08-08,29765.4921875,54,0.3635
2023-08-09,29561.494140625,50,0.3897
2023-08-10,29429.591796875,53,0.3679
2023-08-11,29397.71484375,51,0.3783
2023-08-12,29415.96484375,54,0.3842
2023-08-13,29282.9140625,54,0.3696
2023-08-14,29408.443359375,50,0.3845
2023-08-15,29170.34765625,53,0.3852
2023-08-16,28701.779296875,52,0.3773
2023-08-17,26664.55078125,50,0.3628
2023-08-18,26049.556640625,37,0.3279
2023-08-19,26096.205078125,39,0.3188
2023-08-20,26189.583984375,37,0.3282
2023-08-21,26124.140625,38,0.3303
2023-08-22,26031.65625,37,0.3214
2023-08-23,26431.640625,37,0.3224
2023-08-24,26162.373046875,41,0.3262
2023-08-25,26047.66796875,39,0.322
2023-08-26,26008.462890625,38,0.3202
2023-08-27,26089.693359375,38,0.3081
2023-08-28,26106.150390625,39,0.3102
2023-08-29,27727.392578125,39,0.3346
2023-08-30,27297.265625,49,0.3417
2023-08-31,25931.47265625,52,0.3447
2023-09-01,25800.724609375,40,0.3281
2023-09-02,25868.798828125,39,0.3259
2023-09-03,25969.56640625,40,0.3292
2023-09-04,25812.416015625,40,0.3256
2023-09-05,25779.982421875,40,0.3086
2023-09-06,25753.236328125,42,0.3094
2023-09-07,26240.1953125,41,0.3142
2023-09-08,25905.654296875,46,0.311
2023-09-09,25895.677734375,41,0.3132
2023-09-10,25832.2265625,40,0.31
2023-09-11,25162.654296875,40,0.3124
2023-09-12,25833.34375,30,0.2973
2023-09-13,26228.32421875,41,0.3091
2023-09-14,26539.673828125,45,0.3201
2023-09-15,26608.693359375,45,0.3363
2023-09-16,26568.28125,43,0.3251
2023-09-17,26534.1875,46,0.3217
2023-09-18,26754.28125,46,0.3244
2023-09-19,27211.1171875,46,0.3208
2023-09-20,27132.0078125,47,0.3302
2023-09-21,26567.6328125,47,0.328
2023-09-22,26579.568359375,43,0.3177
2023-09-23,26579.390625,47,0.3272
2023-09-24,26256.826171875,44,0.3229
2023-09-25,26298.48046875,47,0.3186
2023-09-26,26217.25,46,0.316
2023-09-27,26352.716796875,44,0.3244
2023-09-28,27021.546875,46,0.3203
2023-09-29,26911.720703125,48,0.3339
2023-09-30,26967.916015625,47,0.3329
2023-10-01,27983.75,48,0.3375
2023-10-02,27530.78515625,50,0.3572
2023-10-03,27429.978515625,50,0.3601
2023-10-04,27799.39453125,49,0.3446
2023-10-05,27415.912109375,48,0.354
2023-10-06,27946.59765625,50,0.3595
2023-10-07,27968.83984375,49,0.3701
2023-10-08,27935.08984375,50,0.3612
2023-10-09,27583.677734375,50,0.3621
2023-10-10,27391.01953125,50,0.3618
2023-10-11,26873.3203125,47,0.3568
2023-10-12,26756.798828125,45,0.3513
2023-10-13,26862.375,44,0.3373
2023-10-14,26861.70703125,47,0.3399
2023-10-15,27159.65234375,45,0.3497
2023-10-16,28519.466796875,47,0.3453
2023-10-17,28415.748046875,52,0.3717
2023-10-18,28328.341796875,50,0.3659
2023-10-19,28719.806640625,52,0.3641
2023-10-20,29682.94921875,53,0.3799
2023-10-21,29918.412109375,63,0.4045
2023-10-22,29993.896484375,53,0.4103
2023-10-23,33086.234375,53,0.4203
2023-10-24,33901.52734375,66,0.4435
2023-10-25,34502.8203125,72,0.4751
2023-10-26,34156.6484375,71,0.485
2023-10-27,33909.80078125,70,0.4784
2023-10-28,34089.57421875,65,0.4784
2023-10-29,34538.48046875,72,0.4704
2023-10-30,34502.36328125,68,0.4852
2023-10-31,34667.78125,66,0.4832
2023-11-01,35437.25390625,66,0.48
2023-11-02,34938.2421875,72,0.4857
2023-11-03,34732.32421875,65,0.4759
2023-11-04,35082.1953125,68,0.4904
2023-11-05,35049.35546875,70,0.4897
2023-11-06,35037.37109375,74,0.472
2023-11-07,35443.5625,68,0.4742
2023-11-08,35655.27734375,66,0.4867
2023-11-09,36693.125,69,0.4893
2023-11-10,37313.96875,70,0.5117
2023-11-11,37138.05078125,70,0.5209
2023-11-12,37054.51953125,73,0.52
2023-11-13,36502.35546875,72,0.4982
2023-11-14,35537.640625,69,0.498
2023-11-15,37880.58203125,60,0.497
2023-11-16,36154.76953125,70,0.5138
2023-11-17,36596.68359375,63,0.4985
2023-11-18,36585.703125,69,0.497
2023-11-19,37386.546875,66,0.5063
2023-11-20,37476.95703125,69,0.5117
2023-11-21,35813.8125,71,0.5075
2023-11-22,37432.33984375,62,0.4923
2023-11-23,37289.62109375,66,0.5084
2023-11-24,37720.28125,66,0.5175
2023-11-25,37796.79296875,73,0.517
2023-11-26,37479.12109375,73,0.5135
2023-11-27,37254.16796875,66,0.5033
2023-11-28,37831.0859375,68,0.5073
2023-11-29,37858.4921875,72,0.5044
2023-11-30,37712.74609375,74,0.5044
2023-12-01,38688.75,71,0.5259
2023-12-02,39476.33203125,74,0.5174
2023-12-03,39978.390625,73,0.5435
2023-12-04,41980.09765625,74,0.548
2023-12-05,44080.6484375,75,0.5664
2023-12-06,43746.4453125,72,0.5878
2023-12-07,43292.6640625,72,0.5804
2023-12-08,44166.6015625,72,0.5874
2023-12-09,43725.984375,73,0.6024
2023-12-10,43779.69921875,74,0.5932
2023-12-11,41243.83203125,74,0.5967
2023-12-12,41450.22265625,67,0.5689
2023-12-13,42890.7421875,65,0.5731
2023-12-14,43023.97265625,72,0.5794
2023-12-15,41929.7578125,70,0.5855
2023-12-16,42240.1171875,67,0.5731
2023-12-17,41364.6640625,73,0.5712
2023-12-18,42623.5390625,65,0.5749
2023-12-19,42270.52734375,73,0.58
2023-12-20,43652.25,74,0.5716
2023-12-21,43869.15234375,70,0.5855
2023-12-22,43997.90234375,74,0.5991
2023-12-23,43739.54296875,70,0.5966
2023-12-24,43016.1171875,71,0.5964
2023-12-25,43613.140625,73,0.5788
2023-12-26,42520.40234375,71,0.5768
2023-12-27,43442.85546875,73,0.5677
2023-12-28,42627.85546875,73,0.5678
2023-12-29,42099.40234375,65,0.5774
2023-12-30,42156.90234375,68,0.5709
2023-12-31,42265.1875,67,0.5774
2024-01-01,44167.33203125,65,0.5832
2024-01-02,44957.96875,71,0.5853
2024-01-03,42848.17578125,70,0.603
2024-01-04,44179.921875,68,0.5975
2024-01-05,44162.69140625,72,0.6067
2024-01-06,43989.1953125,70,0.6061
2024-01-07,43943.09765625,71,0.5922
2024-01-08,46970.50390625,71,0.5979
2024-01-09,46139.73046875,76,0.6358
2024-01-10,46627.77734375,73,0.6269
2024-01-11,46368.5859375,76,0.6462
2024-01-12,42853.16796875,71,0.6244
2024-01-13,42842.3828125,64,0.5946
2024-01-14,41796.26953125,60,0.5733
2024-01-15,42511.96875,52,0.5604
2024-01-16,43154.9453125,64,0.5683
2024-01-17,42742.65234375,60,0.572
2024-01-18,41262.05859375,63,0.5778
2024-01-19,41618.40625,51,0.5626
2024-01-20,41665.5859375,52,0.5665
2024-01-21,41545.78515625,56,0.5653
2024-01-22,39507.3671875,55,0.5702
2024-01-23,39845.55078125,50,0.5544
2024-01-24,40077.07421875,48,0.5473
2024-01-25,39933.80859375,52,0.5664
2024-01-26,41816.87109375,49,0.5514
2024-01-27,42120.0546875,55,0.5766
2024-01-28,42035.59375,54,0.577
2024-01-29,43288.24609375,55,0.5764
2024-01-30,42952.609375,61,0.5809
2024-01-31,42582.60546875,60,0.5771
2024-02-01,43075.7734375,63,0.5855
2024-02-02,43185.859375,63,0.6034
2024-02-03,42992.25,60,0.5891
2024-02-04,42583.58203125,60,0.5885
2024-02-05,42658.66796875,60,0.5864
2024-02-06,43084.671875,64,0.5921
2024-02-07,44318.22265625,62,0.5923
2024-02-08,45301.56640625,66,0.5894
2024-02-09,47147.19921875,72,0.6141
2024-02-10,47771.27734375,74,0.6259
2024-02-11,48293.91796875,71,0.6265
2024-02-12,49958.22265625,70,0.6472
2024-02-13,49742.44140625,79,0.6497
2024-02-14,51826.6953125,74,0.6531
2024-02-15,51938.5546875,72,0.6841
2024-02-16,52160.203125,72,0.6772
2024-02-17,51662.99609375,76,0.6859
2024-02-18,52122.546875,72,0.669
2024-02-19,51779.14453125,75,0.6806
2024-02-20,52284.875,72,0.6809
2024-02-21,51839.1796875,78,0.6785
2024-02-22,51304.97265625,74,0.6696
2024-02-23,50731.94921875,76,0.678
2024-02-24,51571.1015625,72,0.6642
2024-02-25,51733.23828125,74,0.68
2024-02-26,54522.40234375,72,0.6708
2024-02-27,57085.37109375,79,0.6911
2024-02-28,62504.7890625,82,0.7228
2024-02-29,61198.3828125,80,0.763
2024-03-01,62440.6328125,80,0.7655
2024-03-02,62029.84765625,80,0.7649
2024-03-03,63167.37109375,83,0.7697
2024-03-04,68330.4140625,82,0.7749
2024-03-05,63801.19921875,90,0.7987
2024-03-06,66106.8046875,75,0.781
2024-03-07,66925.484375,82,0.7876
2024-03-08,68300.09375,81,0.794
2024-03-09,68498.8828125,84,0.8004
2024-03-10,69019.7890625,79,0.8022
2024-03-11,72123.90625,82,0.8032
2024-03-12,71481.2890625,81,0.8175
2024-03-13,73083.5,81,0.8166
2024-03-14,71396.59375,88,0.8205
2024-03-15,69403.7734375,83,0.8148
2024-03-16,65315.1171875,81,0.8056
2024-03-17,68390.625,79,0.7866
2024-03-18,67548.59375,77,0.7956
2024-03-19,61912.7734375,79,0.7943
2024-03-20,67913.671875,74,0.7676
2024-03-21,65491.390625,78,0.7789
2024-03-22,63778.76171875,75,0.7795
2024-03-23,64062.203125,73,0.7698
2024-03-24,67234.171875,74,0.7718
2024-03-25,69958.8125,75,0.7852
2024-03-26,69987.8359375,81,0.8012
2024-03-27,69455.34375,83,0.804
2024-03-28,70744.953125,80,0.8006
2024-03-29,69892.828125,79,0.8056
2024-03-30,69645.3046875,75,0.8031
2024-03-31,71333.6484375,75,0.8013
2024-04-01,69702.1484375,79,0.8074
2024-04-02,65446.97265625,79,0.8015
2024-04-03,65980.8125,71,0.7807
2024-04-04,68508.84375,70,0.7795
2024-04-05,67837.640625,79,0.7904
2024-04-06,68896.109375,75,0.7892
2024-04-07,69362.5546875,78,0.795
2024-04-08,71631.359375,76,0.7973
2024-04-09,69139.015625,80,0.8083
2024-04-10,70587.8828125,78,0.7989
2024-04-11,70060.609375,76,0.8008
2024-04-12,67195.8671875,79,0.7958
2024-04-13,63821.47265625,72,0.7851
2024-04-14,65738.7265625,72,0.7673
2024-04-15,63426.2109375,74,0.7671
2024-04-16,63811.86328125,65,0.7595
2024-04-17,61276.69140625,67,0.747
2024-04-18,63512.75390625,57,0.7381
2024-04-19,63843.5703125,66,0.753
2024-04-20,64994.44140625,66,0.6994
2024-04-21,64926.64453125,72,0.7083
2024-04-22,66837.6796875,73,0.7127
2024-04-23,66407.2734375,71,0.7245
2024-04-24,64276.8984375,72,0.7191
2024-04-25,64481.70703125,72,0.7128
2024-04-26,63755.3203125,70,0.705
2024-04-27,63419.140625,67,0.7061
2024-04-28,63113.23046875,65,0.7053
2024-04-29,63841.12109375,67,0.7022
2024-04-30,60636.85546875,67,0.7047
2024-05-01,58254.01171875,54,0.6818
2024-05-02,59123.43359375,43,0.6726
2024-05-03,62889.8359375,48,0.6691
2024-05-04,63891.47265625,67,0.695
2024-05-05,64031.1328125,69,0.7014
2024-05-06,63161.94921875,71,0.6927
2024-05-07,62334.81640625,68,0.6825
2024-05-08,61187.94140625,64,0.6742
2024-05-09,63049.9609375,55,0.6781
2024-05-10,60792.77734375,66,0.6854
2024-05-11,60793.7109375,53,0.6815
2024-05-12,61448.39453125,56,0.6664
2024-05-13,62901.44921875,57,0.6771
2024-05-14,61552.7890625,66,0.6749
2024-05-15,66267.4921875,64,0.6759
2024-05-16,65231.58203125,70,0.6979
2024-05-17,67051.875,74,0.7065
2024-05-18,66940.8046875,73,0.7029
2024-05-19,66278.3671875,72,0.7176
2024-05-20,71448.1953125,70,0.7232
2024-05-21,70136.53125,76,0.7329
2024-05-22,69122.3359375,76,0.7461
2024-05-23,67929.5625,76,0.7463
2024-05-24,68526.1015625,74,0.7387
2024-05-25,69265.9453125,76,0.7406
2024-05-26,68518.09375,75,0.7455
2024-05-27,69394.5546875,74,0.7271
2024-05-28,68296.21875,72,0.7311
2024-05-29,67578.09375,72,0.7266
2024-05-30,68364.9921875,73,0.7142
2024-05-31,67491.4140625,73,0.7295
2024-06-01,67706.9375,72,0.7243
2024-06-02,67751.6015625,73,0.7226
2024-06-03,68804.78125,73,0.7331
2024-06-04,70567.765625,73,0.725
2024-06-05,71082.8203125,75,0.7253
2024-06-06,70757.1640625,78,0.7347
2024-06-07,69342.5859375,77,0.7356
2024-06-08,69305.7734375,72,0.7442
2024-06-09,69647.9921875,75,0.7343
2024-06-10,69512.28125,72,0.7293
2024-06-11,67332.03125,74,0.7193
2024-06-12,68241.1875,72,0.725
2024-06-13,66756.3984375,70,0.7209
2024-06-14,66011.09375,74,0.6984
2024-06-15,66191.0,74,0.696
2024-06-16,66639.046875,71,0.7121
2024-06-17,66490.296875,71,0.7017
2024-06-18,65140.74609375,74,0.7058
2024-06-19,64960.296875,64,0.6919
2024-06-20,64828.65625,60,0.6838
2024-06-21,64096.19921875,63,0.6859
2024-06-22,64252.578125,53,0.6907
2024-06-23,63180.796875,55,0.6706
2024-06-24,60277.4140625,51,0.6852
2024-06-25,61804.640625,30,0.6581
2024-06-26,60811.27734375,46,0.655
2024-06-27,61604.80078125,40,0.6605
2024-06-28,60320.13671875,47,0.6631
2024-06-29,60887.37890625,30,0.6705
2024-06-30,62678.29296875,47,0.6521
2024-07-01,62851.98046875,53,0.6668
2024-07-02,62029.015625,51,0.672
2024-07-03,60173.921875,50,0.6629
2024-07-04,56977.703125,44,0.6509
2024-07-05,56662.375,29,0.6208
2024-07-06,58303.5390625,26,0.6449
2024-07-07,55849.109375,29,0.6356
2024-07-08,56705.09765625,28,0.6357
2024-07-09,58009.2265625,27,0.6348
2024-07-10,57742.49609375,28,0.6286
2024-07-11,57344.9140625,29,0.6302
2024-07-12,57899.46484375,25,0.6264
2024-07-13,59231.953125,25,0.6222
2024-07-14,60787.79296875,33,0.6288
2024-07-15,64870.15234375,52,0.6383
2024-07-16,65097.1484375,65,0.6596
2024-07-17,64118.79296875,69,0.6801
2024-07-18,63974.06640625,61,0.6592
2024-07-19,66710.15625,60,0.6701
2024-07-20,67163.6484375,74,0.6915
2024-07-21,68154.5234375,74,0.7003
2024-07-22,67585.25,70,0.7133
2024-07-23,65927.671875,71,0.7052
2024-07-24,65372.1328125,69,0.6822
2024-07-25,65777.2265625,68,0.6891
2024-07-26,67912.0625,68,0.694
2024-07-27,67813.3359375,72,0.6999
2024-07-28,68255.8671875,71,0.6994
2024-07-29,66819.9140625,74,0.7142
2024-07-30,66201.015625,67,0.6902
2024-07-31,64619.25,61,0.6788
2024-08-01,65357.5,52,0.6728
2024-08-02,61415.06640625,57,0.6632
2024-08-03,60680.09375,37,0.6524
2024-08-04,58116.9765625,34,0.646
2024-08-05,53991.45703125,26,0.633
2024-08-06,56034.31640625,17,0.6099
2024-08-07,55027.4609375,29,0.5941
2024-08-08,61710.13671875,20,0.6072
2024-08-09,60880.11328125,48,0.6294
2024-08-10,60945.8125,40,0.631
2024-08-11,58719.484375,39,0.6398
2024-08-12,59354.515625,25,0.6119
2024-08-13,60609.56640625,31,0.6201
2024-08-14,58737.26953125,30,0.6151
2024-08-15,57560.09765625,29,0.63
2024-08-16,58894.10546875,27,0.6123
2024-08-17,59478.97265625,25,0.6156
2024-08-18,58483.96484375,31,0.6148
2024-08-19,59493.453125,28,0.5987
2024-08-20,59012.79296875,30,0.6151
2024-08-21,61175.19140625,26,0.6101
2024-08-22,60381.9140625,39,0.6235
2024-08-23,64094.35546875,34,0.6283
2024-08-24,64178.9921875,56,0.6384
2024-08-25,64333.54296875,54,0.6381
2024-08-26,62880.66015625,55,0.6382
2024-08-27,59504.1328125,48,0.6283
2024-08-28,59027.625,30,0.6299
2024-08-29,59388.1796875,29,0.6096
2024-08-30,59119.4765625,34,0.6213
2024-08-31,58969.8984375,29,0.622
2024-09-01,57325.48828125,26,0.6149
2024-09-02,59112.48046875,26,0.6189
2024-09-03,57431.0234375,26,0.6113
2024-09-04,57971.5390625,27,0.6038
2024-09-05,56160.48828125,29,0.6002
2024-09-06,53948.75390625,22,0.5806
2024-09-07,54139.6875,23,0.5752
2024-09-08,54841.56640625,29,0.5749
