date,BTC-USD,ETH-USD,fng_value,cpi_value,fed_rates_value,confidence,bullish_ratio,bearish_ratio,tweet_count
2023-10-17,28415.748046875,1565.4395751953125,52,307.653,5.33,0.3717,0.0,0.0,0.0
2023-10-18,28328.341796875,1563.7498779296875,50,307.653,5.33,0.3659,0.0,0.0,0.0
2023-10-19,28719.806640625,1567.45703125,52,307.653,5.33,0.3641,0.0,0.0,0.0
2023-10-20,29682.94921875,1604.6668701171875,53,307.653,5.33,0.3799,0.0,0.0,0.0
2023-10-21,29918.412109375,1629.304443359375,63,307.653,5.33,0.4045,0.0,0.0,0.0
2023-10-22,29993.896484375,1663.429931640625,53,307.653,5.33,0.4103,0.0,0.0,0.0
2023-10-23,33086.234375,1765.3826904296875,53,307.653,5.33,0.4203,0.0,0.0,0.0
2023-10-24,33901.52734375,1784.4375,66,307.653,5.33,0.4435,0.0,0.0,0.0
2023-10-25,34502.8203125,1787.3975830078125,72,307.653,5.33,0.4751,0.0,0.0,0.0
2023-10-26,34156.6484375,1804.039306640625,71,307.653,5.33,0.485,0.0,0.0,0.0
2023-10-27,33909.80078125,1780.0452880859375,70,307.653,5.33,0.4784,0.0,0.0,0.0
2023-10-28,34089.57421875,1776.6181640625,65,307.653,5.33,0.4784,0.0,0.0,0.0
2023-10-29,34538.48046875,1795.5460205078125,72,307.653,5.33,0.4704,0.0,0.0,0.0
2023-10-30,34502.36328125,1810.088623046875,68,307.653,5.33,0.4852,0.0,0.0,0.0
2023-10-31,34667.78125,1816.458984375,66,307.653,5.33,0.4832,0.0,0.0,0.0
2023-11-01,35437.25390625,1847.0897216796875,66,308.087,5.33,0.48,0.0,0.0,0.0
2023-11-02,34938.2421875,1800.6209716796875,72,308.087,5.33,0.4857,0.0,0.0,0.0
2023-11-03,34732.32421875,1832.795166015625,65,308.087,5.33,0.4759,0.0,0.0,0.0
2023-11-04,35082.1953125,1857.6986083984373,68,308.087,5.33,0.4904,0.0,0.0,0.0
2023-11-05,35049.35546875,1894.15771484375,70,308.087,5.33,0.4897,0.0,0.0,0.0
2023-11-06,35037.37109375,1899.83740234375,74,308.087,5.33,0.472,0.0,0.0,0.0
2023-11-07,35443.5625,1888.124267578125,68,308.087,5.33,0.4742,0.0,0.0,0.0
2023-11-08,35655.27734375,1889.3223876953125,66,308.087,5.33,0.4867,0.0,0.0,0.0
2023-11-09,36693.125,2120.56103515625,69,308.087,5.33,0.4893,0.0,0.0,0.0
2023-11-10,37313.96875,2078.289794921875,70,308.087,5.33,0.5117,0.0,0.0,0.0
2023-11-11,37138.05078125,2052.7138671875,70,308.087,5.33,0.5209,0.0,0.0,0.0
2023-11-12,37054.51953125,2045.18701171875,73,308.087,5.33,0.52,0.0,0.0,0.0
2023-11-13,36502.35546875,2055.265380859375,72,308.087,5.33,0.4982,0.0,0.0,0.0
2023-11-14,35537.640625,1979.0526123046875,69,308.087,5.33,0.498,0.0,0.0,0.0
2023-11-15,37880.58203125,2060.408447265625,60,308.087,5.33,0.497,0.0,0.0,0.0
2023-11-16,36154.76953125,1960.881591796875,70,308.087,5.33,0.5138,0.0,0.0,0.0
2023-11-17,36596.68359375,1961.28076171875,63,308.087,5.33,0.4985,0.0,0.0,0.0
2023-11-18,36585.703125,1963.2850341796875,69,308.087,5.33,0.497,0.0,0.0,0.0
2023-11-19,37386.546875,2013.2044677734373,66,308.087,5.33,0.5063,0.0,0.0,0.0
2023-11-20,37476.95703125,2022.2391357421875,69,308.087,5.33,0.5117,0.5,0.5,2.0
2023-11-21,35813.8125,1937.0667724609373,71,308.087,5.33,0.5075,0.6,0.0,10.0
2023-11-22,37432.33984375,2064.42529296875,62,308.087,5.33,0.4923,0.25,0.375,8.0
2023-11-23,37289.62109375,2062.210693359375,66,308.087,5.33,0.5084,0.2857142857142857,0.2857142857142857,7.0
2023-11-24,37720.28125,2081.152099609375,66,308.087,5.33,0.5175,0.3333333333333333,0.0,6.0
2023-11-25,37796.79296875,2084.4130859375,73,308.087,5.33,0.517,0.2,0.2,5.0
2023-11-26,37479.12109375,2063.2861328125,73,308.087,5.33,0.5135,0.0,0.0,3.0
2023-11-27,37254.16796875,2027.4173583984373,66,308.087,5.33,0.5033,0.0,0.0,1.0
2023-11-28,37831.0859375,2049.338134765625,68,308.087,5.33,0.5073,0.125,0.25,8.0
2023-11-29,37858.4921875,2029.92919921875,72,308.087,5.33,0.5044,0.4,0.0,5.0
2023-11-30,37712.74609375,2052.55615234375,74,308.087,5.33,0.5044,0.4545454545454545,0.0909090909090909,11.0
2023-12-01,38688.75,2087.139892578125,71,308.735,5.33,0.5259,0.4,0.0,5.0
2023-12-02,39476.33203125,2165.7041015625,74,308.735,5.33,0.5174,0.3333333333333333,0.3333333333333333,6.0
2023-12-03,39978.390625,2193.691650390625,73,308.735,5.33,0.5435,0.5,0.0,4.0
2023-12-04,41980.09765625,2243.2158203125,74,308.735,5.33,0.548,0.5,0.1,10.0
2023-12-05,44080.6484375,2293.841796875,75,308.735,5.33,0.5664,0.5,0.0,8.0
2023-12-06,43746.4453125,2231.661376953125,72,308.735,5.33,0.5878,0.1428571428571428,0.2857142857142857,7.0
2023-12-07,43292.6640625,2357.57958984375,72,308.735,5.33,0.5804,0.5555555555555556,0.1111111111111111,9.0
2023-12-08,44166.6015625,2358.73193359375,72,308.735,5.33,0.5874,0.6666666666666666,0.0,6.0
2023-12-09,43725.984375,2341.17529296875,73,308.735,5.33,0.6024,0.8,0.0,5.0
2023-12-10,43779.69921875,2352.462646484375,74,308.735,5.33,0.5932,0.0,0.0,0.0
2023-12-11,41243.83203125,2224.578857421875,74,308.735,5.33,0.5967,0.0,0.0,0.0
2023-12-12,41450.22265625,2202.0380859375,67,308.735,5.33,0.5689,0.0,0.0,0.0
2023-12-13,42890.7421875,2260.648681640625,65,308.735,5.33,0.5731,0.0,0.0,0.0
2023-12-14,43023.97265625,2316.5791015625,72,308.735,5.33,0.5794,0.0,0.0,0.0
2023-12-15,41929.7578125,2219.33740234375,70,308.735,5.33,0.5855,0.0,0.0,0.0
2023-12-16,42240.1171875,2226.926513671875,67,308.735,5.33,0.5731,0.0,0.0,0.0
2023-12-17,41364.6640625,2196.481201171875,73,308.735,5.33,0.5712,0.0,0.0,0.0
2023-12-18,42623.5390625,2217.2734375,65,308.735,5.33,0.5749,0.0,0.0,0.0
2023-12-19,42270.52734375,2177.87255859375,73,308.735,5.33,0.58,0.0,0.0,0.0
2023-12-20,43652.25,2201.911376953125,74,308.735,5.33,0.5716,0.0,0.0,0.0
2023-12-21,43869.15234375,2239.54248046875,70,308.735,5.33,0.5855,0.0,0.0,0.0
2023-12-22,43997.90234375,2326.52490234375,74,308.735,5.33,0.5991,0.0,0.0,0.0
2023-12-23,43739.54296875,2309.04638671875,70,308.735,5.33,0.5966,0.0,0.0,0.0
2023-12-24,43016.1171875,2265.692138671875,71,308.735,5.33,0.5964,0.0,0.0,0.0
2023-12-25,43613.140625,2272.561767578125,73,308.735,5.33,0.5788,0.0,0.0,0.0
2023-12-26,42520.40234375,2231.46533203125,71,308.735,5.33,0.5768,0.0,0.0,0.0
2023-12-27,43442.85546875,2378.739990234375,73,308.735,5.33,0.5677,0.0,0.0,0.0
2023-12-28,42627.85546875,2347.566162109375,73,308.735,5.33,0.5678,0.0,0.0,0.0
2023-12-29,42099.40234375,2300.690673828125,65,308.735,5.33,0.5774,0.0,0.0,0.0
2023-12-30,42156.90234375,2292.0654296875,68,308.735,5.33,0.5709,0.0,0.0,0.0
2023-12-31,42265.1875,2281.47119140625,67,308.735,5.33,0.5774,0.0,0.0,0.0
2024-01-01,44167.33203125,2352.327880859375,65,309.794,5.33,0.5832,0.0,0.0,0.0
2024-01-02,44957.96875,2355.83642578125,71,309.794,5.33,0.5853,0.0,0.0,0.0
2024-01-03,42848.17578125,2210.761962890625,70,309.794,5.33,0.603,0.0,0.0,0.0
2024-01-04,44179.921875,2269.0380859375,68,309.794,5.33,0.5975,0.0,0.0,0.0
2024-01-05,44162.69140625,2268.647216796875,72,309.794,5.33,0.6067,0.0,0.0,0.0
2024-01-06,43989.1953125,2241.624755859375,70,309.794,5.33,0.6061,0.0,0.0,0.0
2024-01-07,43943.09765625,2222.865966796875,71,309.794,5.33,0.5922,0.0,0.0,0.0
2024-01-08,46970.50390625,2333.03271484375,71,309.794,5.33,0.5979,0.0,0.0,0.0
2024-01-09,46139.73046875,2344.8271484375,76,309.794,5.33,0.6358,0.0,0.0,0.0
2024-01-10,46627.77734375,2582.103515625,73,309.794,5.33,0.6269,0.0,0.0,0.0
2024-01-11,46368.5859375,2619.619140625,76,309.794,5.33,0.6462,0.0,0.0,0.0
2024-01-12,42853.16796875,2524.460205078125,71,309.794,5.33,0.6244,0.0,0.0,0.0
2024-01-13,42842.3828125,2576.597900390625,64,309.794,5.33,0.5946,0.0,0.0,0.0
2024-01-14,41796.26953125,2472.2412109375,60,309.794,5.33,0.5733,0.0,0.0,0.0
2024-01-15,42511.96875,2511.36376953125,52,309.794,5.33,0.5604,0.2,0.0,5.0
2024-01-16,43154.9453125,2587.691162109375,64,309.794,5.33,0.5683,0.4,0.0,5.0
2024-01-17,42742.65234375,2528.369384765625,60,309.794,5.33,0.572,0.3333333333333333,0.3333333333333333,6.0
2024-01-18,41262.05859375,2467.018798828125,63,309.794,5.33,0.5778,1.0,0.0,7.0
2024-01-19,41618.40625,2489.49853515625,51,309.794,5.33,0.5626,0.4285714285714285,0.2857142857142857,7.0
2024-01-20,41665.5859375,2469.589111328125,52,309.794,5.33,0.5665,0.3333333333333333,0.0,3.0
2024-01-21,41545.78515625,2453.9130859375,56,309.794,5.33,0.5653,0.5,0.0,2.0
2024-01-22,39507.3671875,2310.826416015625,55,309.794,5.33,0.5702,0.1428571428571428,0.0,7.0
2024-01-23,39845.55078125,2240.68603515625,50,309.794,5.33,0.5544,0.2222222222222222,0.0,9.0
2024-01-24,40077.07421875,2233.561767578125,48,309.794,5.33,0.5473,0.2857142857142857,0.1428571428571428,7.0
2024-01-25,39933.80859375,2217.710205078125,52,309.794,5.33,0.5664,0.1428571428571428,0.4285714285714285,7.0
2024-01-26,41816.87109375,2267.19970703125,49,309.794,5.33,0.5514,0.4,0.0,5.0
2024-01-27,42120.0546875,2267.885986328125,55,309.794,5.33,0.5766,0.25,0.0,4.0
2024-01-28,42035.59375,2257.208740234375,54,309.794,5.33,0.577,1.0,0.0,1.0
2024-01-29,43288.24609375,2317.064208984375,55,309.794,5.33,0.5764,0.0,0.2,5.0
2024-01-30,42952.609375,2344.49365234375,61,309.794,5.33,0.5809,0.3333333333333333,0.0,6.0
2024-01-31,42582.60546875,2282.54443359375,60,309.794,5.33,0.5771,0.5,0.0,6.0
2024-02-01,43075.7734375,2303.82470703125,63,311.022,5.33,0.5855,0.0,0.2,5.0
2024-02-02,43185.859375,2308.0380859375,63,311.022,5.33,0.6034,0.0,0.0,0.0
2024-02-03,42992.25,2296.038330078125,60,311.022,5.33,0.5891,0.0,0.0,0.0
2024-02-04,42583.58203125,2289.546142578125,60,311.022,5.33,0.5885,0.0,0.0,0.0
2024-02-05,42658.66796875,2298.888916015625,60,311.022,5.33,0.5864,0.0,0.0,0.0
2024-02-06,43084.671875,2372.201904296875,64,311.022,5.33,0.5921,0.0,0.0,0.0
2024-02-07,44318.22265625,2423.7451171875,62,311.022,5.33,0.5923,0.0,0.0,0.0
2024-02-08,45301.56640625,2419.906494140625,66,311.022,5.33,0.5894,0.0,0.0,0.0
2024-02-09,47147.19921875,2487.515625,72,311.022,5.33,0.6141,0.0,0.0,0.0
2024-02-10,47771.27734375,2501.228271484375,74,311.022,5.33,0.6259,0.0,0.0,0.0
2024-02-11,48293.91796875,2507.570556640625,71,311.022,5.33,0.6265,0.0,0.0,0.0
2024-02-12,49958.22265625,2658.115966796875,70,311.022,5.33,0.6472,0.0,0.0,0.0
2024-02-13,49742.44140625,2642.185302734375,79,311.022,5.33,0.6497,0.0,0.0,0.0
2024-02-14,51826.6953125,2777.90234375,74,311.022,5.33,0.6531,0.0,0.0,0.0
2024-02-15,51938.5546875,2824.37890625,72,311.022,5.33,0.6841,0.0,0.0,0.0
2024-02-16,52160.203125,2803.69140625,72,311.022,5.33,0.6772,0.0,0.0,0.0
2024-02-17,51662.99609375,2786.672607421875,76,311.022,5.33,0.6859,0.0,0.0,0.0
2024-02-18,52122.546875,2878.998046875,72,311.022,5.33,0.669,0.0,0.0,0.0
2024-02-19,51779.14453125,2943.57470703125,75,311.022,5.33,0.6806,0.0,0.0,0.0
2024-02-20,52284.875,3013.503662109375,72,311.022,5.33,0.6809,0.0,0.0,0.0
2024-02-21,51839.1796875,2970.35546875,78,311.022,5.33,0.6785,0.0,0.0,0.0
2024-02-22,51304.97265625,2971.00732421875,74,311.022,5.33,0.6696,0.0,0.0,0.0
2024-02-23,50731.94921875,2921.658203125,76,311.022,5.33,0.678,0.0,0.0,0.0
2024-02-24,51571.1015625,2992.385986328125,72,311.022,5.33,0.6642,0.0,0.0,0.0
2024-02-25,51733.23828125,3112.697265625,74,311.022,5.33,0.68,0.0,0.0,0.0
2024-02-26,54522.40234375,3178.99365234375,72,311.022,5.33,0.6708,0.0,0.0,0.0
2024-02-27,57085.37109375,3244.519287109375,79,311.022,5.33,0.6911,0.0,0.0,0.0
2024-02-28,62504.7890625,3385.703857421875,82,311.022,5.33,0.7228,0.0,0.0,0.0
2024-02-29,61198.3828125,3341.919677734375,80,311.022,5.33,0.763,0.0,0.0,0.0
2024-03-01,62440.6328125,3435.053955078125,80,312.107,5.33,0.7655,0.0,0.0,0.0
2024-03-02,62029.84765625,3422.0498046875,80,312.107,5.33,0.7649,0.0,0.0,0.0
2024-03-03,63167.37109375,3490.99365234375,83,312.107,5.33,0.7697,0.0,0.0,0.0
2024-03-04,68330.4140625,3630.433837890625,82,312.107,5.33,0.7749,0.0,0.0,0.0
2024-03-05,63801.19921875,3554.964599609375,90,312.107,5.33,0.7987,0.0,0.0,0.0
2024-03-06,66106.8046875,3819.226318359375,75,312.107,5.33,0.781,0.0,0.0,0.0
2024-03-07,66925.484375,3874.34765625,82,312.107,5.33,0.7876,0.0,0.0,0.0
2024-03-08,68300.09375,3892.06103515625,81,312.107,5.33,0.794,0.0,0.0,0.0
2024-03-09,68498.8828125,3915.4189453125,84,312.107,5.33,0.8004,0.0,0.0,3.0
2024-03-10,69019.7890625,3881.193115234375,79,312.107,5.33,0.8022,0.6666666666666666,0.0,3.0
2024-03-11,72123.90625,4066.445068359375,82,312.107,5.33,0.8032,0.5,0.0,10.0
2024-03-12,71481.2890625,3980.273193359375,81,312.107,5.33,0.8175,0.3636363636363636,0.0,11.0
2024-03-13,73083.5,4006.45703125,81,312.107,5.33,0.8166,0.375,0.25,8.0
2024-03-14,71396.59375,3883.140380859375,88,312.107,5.33,0.8205,0.4285714285714285,0.0,7.0
2024-03-15,69403.7734375,3735.22021484375,83,312.107,5.33,0.8148,0.5,0.1,10.0
2024-03-16,65315.1171875,3522.860107421875,81,312.107,5.33,0.8056,0.8,0.0,5.0
2024-03-17,68390.625,3642.4130859375,79,312.107,5.33,0.7866,0.25,0.25,4.0
2024-03-18,67548.59375,3517.985107421875,77,312.107,5.33,0.7956,0.3333333333333333,0.1666666666666666,6.0
2024-03-19,61912.7734375,3157.6181640625,79,312.107,5.33,0.7943,0.4285714285714285,0.1428571428571428,7.0
2024-03-20,67913.671875,3513.39306640625,74,312.107,5.33,0.7676,0.2,0.0,5.0
2024-03-21,65491.390625,3492.9912109375,78,312.107,5.33,0.7789,0.5,0.0,4.0
2024-03-22,63778.76171875,3333.68798828125,75,312.107,5.33,0.7795,0.5,0.0,6.0
2024-03-23,64062.203125,3336.593994140625,73,312.107,5.33,0.7698,0.6666666666666666,0.0,3.0
2024-03-24,67234.171875,3454.636474609375,74,312.107,5.33,0.7718,0.0,0.0,2.0
2024-03-25,69958.8125,3590.8837890625,75,312.107,5.33,0.7852,0.3333333333333333,0.1666666666666666,6.0
2024-03-26,69987.8359375,3587.5048828125,81,312.107,5.33,0.8012,0.5714285714285714,0.0,7.0
2024-03-27,69455.34375,3500.115234375,83,312.107,5.33,0.804,0.5,0.0,4.0
2024-03-28,70744.953125,3561.2939453125,80,312.107,5.33,0.8006,0.75,0.0,8.0
2024-03-29,69892.828125,3511.80615234375,79,312.107,5.33,0.8056,0.4285714285714285,0.1428571428571428,7.0
2024-03-30,69645.3046875,3507.9443359375,75,312.107,5.33,0.8031,0.25,0.375,8.0
2024-03-31,71333.6484375,3647.8564453125,75,312.107,5.33,0.8013,1.0,0.0,2.0
2024-04-01,69702.1484375,3505.030029296875,79,313.016,5.33,0.8074,0.7142857142857143,0.0,7.0
2024-04-02,65446.97265625,3277.234619140625,79,313.016,5.33,0.8015,0.2857142857142857,0.0,7.0
2024-04-03,65980.8125,3311.44189453125,71,313.016,5.33,0.7807,0.5714285714285714,0.0,7.0
2024-04-04,68508.84375,3330.04052734375,70,313.016,5.33,0.7795,0.3333333333333333,0.0,3.0
2024-04-05,67837.640625,3318.88525390625,79,313.016,5.33,0.7904,0.5555555555555556,0.1111111111111111,9.0
2024-04-06,68896.109375,3354.183837890625,75,313.016,5.33,0.7892,0.0,0.0,0.0
2024-04-07,69362.5546875,3453.49462890625,78,313.016,5.33,0.795,0.0,0.0,0.0
2024-04-08,71631.359375,3695.292724609375,76,313.016,5.33,0.7973,0.0,0.0,0.0
2024-04-09,69139.015625,3505.163330078125,80,313.016,5.33,0.8083,0.0,0.0,0.0
2024-04-10,70587.8828125,3543.737060546875,78,313.016,5.33,0.7989,0.0,0.0,0.0
2024-04-11,70060.609375,3505.247802734375,76,313.016,5.33,0.8008,0.0,0.0,0.0
2024-04-12,67195.8671875,3243.034912109375,79,313.016,5.33,0.7958,0.0,0.0,0.0
2024-04-13,63821.47265625,3004.900390625,72,313.016,5.33,0.7851,0.0,0.0,0.0
2024-04-14,65738.7265625,3156.94189453125,72,313.016,5.33,0.7673,0.0,0.0,0.0
2024-04-15,63426.2109375,3101.600341796875,74,313.016,5.33,0.7671,0.0,0.0,0.0
2024-04-16,63811.86328125,3084.920166015625,65,313.016,5.33,0.7595,0.0,0.0,0.0
2024-04-17,61276.69140625,2984.7275390625,67,313.016,5.33,0.747,0.0,0.0,0.0
2024-04-18,63512.75390625,3066.027587890625,57,313.016,5.33,0.7381,0.0,0.0,0.0
2024-04-19,63843.5703125,3059.278564453125,66,313.016,5.33,0.753,0.0,0.0,0.0
2024-04-20,64994.44140625,3157.627197265625,66,313.016,5.33,0.6994,0.0,0.0,0.0
2024-04-21,64926.64453125,3147.28857421875,72,313.016,5.33,0.7083,0.0,0.0,0.0
2024-04-22,66837.6796875,3201.652099609375,73,313.016,5.33,0.7127,0.0,0.0,0.0
2024-04-23,66407.2734375,3219.91162109375,71,313.016,5.33,0.7245,0.0,0.0,0.0
2024-04-24,64276.8984375,3139.80517578125,72,313.016,5.33,0.7191,0.0,0.0,0.0
2024-04-25,64481.70703125,3156.509521484375,72,313.016,5.33,0.7128,0.0,0.0,0.0
2024-04-26,63755.3203125,3130.164794921875,70,313.016,5.33,0.705,0.0,0.0,0.0
2024-04-27,63419.140625,3252.168212890625,67,313.016,5.33,0.7061,0.0,0.0,0.0
2024-04-28,63113.23046875,3262.774658203125,65,313.016,5.33,0.7053,0.0,0.0,0.0
2024-04-29,63841.12109375,3215.428955078125,67,313.016,5.33,0.7022,0.0,0.0,0.0
2024-04-30,60636.85546875,3012.286865234375,67,313.016,5.33,0.7047,0.0,0.0,0.0
2024-05-01,58254.01171875,2969.78466796875,54,313.14,5.33,0.6818,0.0,0.0,0.0
2024-05-02,59123.43359375,2988.16845703125,43,313.14,5.33,0.6726,0.0,0.0,0.0
2024-05-03,62889.8359375,3103.5419921875,48,313.14,5.33,0.6691,0.0,0.0,0.0
2024-05-04,63891.47265625,3117.576416015625,67,313.14,5.33,0.695,0.0,0.0,0.0
2024-05-05,64031.1328125,3137.2490234375,69,313.14,5.33,0.7014,0.0,0.0,0.0
2024-05-06,63161.94921875,3062.728759765625,71,313.14,5.33,0.6927,0.0,0.0,0.0
2024-05-07,62334.81640625,3006.5771484375,68,313.14,5.33,0.6825,0.0,0.0,0.0
2024-05-08,61187.94140625,2973.6572265625,64,313.14,5.33,0.6742,0.0,0.0,0.0
2024-05-09,63049.9609375,3036.0205078125,55,313.14,5.33,0.6781,0.0,0.0,0.0
2024-05-10,60792.77734375,2909.791259765625,66,313.14,5.33,0.6854,0.5,0.1666666666666666,6.0
2024-05-11,60793.7109375,2911.60205078125,53,313.14,5.33,0.6815,0.5,0.0,4.0
2024-05-12,61448.39453125,2928.701904296875,56,313.14,5.33,0.6664,0.5,0.1666666666666666,6.0
2024-05-13,62901.44921875,2949.359619140625,57,313.14,5.33,0.6771,0.2,0.0,5.0
2024-05-14,61552.7890625,2881.157958984375,66,313.14,5.33,0.6749,0.6,0.0,5.0
2024-05-15,66267.4921875,3037.056640625,64,313.14,5.33,0.6759,0.25,0.0,4.0
2024-05-16,65231.58203125,2945.131103515625,70,313.14,5.33,0.6979,0.1428571428571428,0.4285714285714285,7.0
2024-05-17,67051.875,3094.11865234375,74,313.14,5.33,0.7065,0.4,0.0,5.0
2024-05-18,66940.8046875,3122.948974609375,73,313.14,5.33,0.7029,0.75,0.0,4.0
2024-05-19,66278.3671875,3071.843017578125,72,313.14,5.33,0.7176,0.5,0.0,2.0
2024-05-20,71448.1953125,3663.85546875,70,313.14,5.33,0.7232,0.5,0.0,6.0
2024-05-21,70136.53125,3789.312744140625,76,313.14,5.33,0.7329,0.7777777777777778,0.1111111111111111,9.0
2024-05-22,69122.3359375,3737.2177734375,76,313.14,5.33,0.7461,0.7777777777777778,0.0,9.0
2024-05-23,67929.5625,3776.92724609375,76,313.14,5.33,0.7463,0.5,0.25,8.0
2024-05-24,68526.1015625,3726.9345703125,74,313.14,5.33,0.7387,0.4,0.0,5.0
2024-05-25,69265.9453125,3749.236572265625,76,313.14,5.33,0.7406,0.75,0.0,4.0
2024-05-26,68518.09375,3825.8974609375,75,313.14,5.33,0.7455,0.0,0.0,2.0
2024-05-27,69394.5546875,3892.0068359375,74,313.14,5.33,0.7271,0.625,0.0,8.0
2024-05-28,68296.21875,3840.25634765625,72,313.14,5.33,0.7311,0.3846153846153846,0.0,13.0
2024-05-29,67578.09375,3763.196533203125,72,313.14,5.33,0.7266,0.0,0.0,0.0
2024-05-30,68364.9921875,3746.849609375,73,313.14,5.33,0.7142,0.0,0.0,0.0
2024-05-31,67491.4140625,3760.026611328125,73,313.14,5.33,0.7295,0.0,0.0,0.0
2024-06-01,67706.9375,3813.198974609375,72,313.131,5.33,0.7243,0.0,0.0,0.0
2024-06-02,67751.6015625,3780.89599609375,73,313.131,5.33,0.7226,0.0,0.0,0.0
2024-06-03,68804.78125,3766.38916015625,73,313.131,5.33,0.7331,0.0,0.0,0.0
2024-06-04,70567.765625,3812.515869140625,73,313.131,5.33,0.725,0.0,0.0,0.0
2024-06-05,71082.8203125,3864.260986328125,75,313.131,5.33,0.7253,0.0,0.0,0.0
2024-06-06,70757.1640625,3811.60595703125,78,313.131,5.33,0.7347,0.0,0.0,0.0
2024-06-07,69342.5859375,3678.629150390625,77,313.131,5.33,0.7356,0.0,0.0,0.0
2024-06-08,69305.7734375,3680.949951171875,72,313.131,5.33,0.7442,0.0,0.0,0.0
2024-06-09,69647.9921875,3705.90380859375,75,313.131,5.33,0.7343,0.0,0.0,0.0
2024-06-10,69512.28125,3666.717529296875,72,313.131,5.33,0.7293,0.0,0.0,0.0
2024-06-11,67332.03125,3498.33056640625,74,313.131,5.33,0.7193,0.0,0.0,0.0
2024-06-12,68241.1875,3559.61767578125,72,313.131,5.33,0.725,0.0,0.0,0.0
2024-06-13,66756.3984375,3469.28125,70,313.131,5.33,0.7209,0.0,0.0,0.0
2024-06-14,66011.09375,3480.27197265625,74,313.131,5.33,0.6984,0.0,0.0,0.0
2024-06-15,66191.0,3565.549560546875,74,313.131,5.33,0.696,0.0,0.0,0.0
2024-06-16,66639.046875,3620.5634765625,71,313.131,5.33,0.7121,0.0,0.0,0.0
2024-06-17,66490.296875,3511.37890625,71,313.131,5.33,0.7017,0.0,0.0,0.0
2024-06-18,65140.74609375,3483.681396484375,74,313.131,5.33,0.7058,0.0,0.0,0.0
2024-06-19,64960.296875,3559.347412109375,64,313.131,5.33,0.6919,0.0,0.0,0.0
2024-06-20,64828.65625,3511.0869140625,60,313.131,5.33,0.6838,0.0,0.0,0.0
2024-06-21,64096.19921875,3516.07568359375,63,313.131,5.33,0.6859,0.0,0.0,0.0
2024-06-22,64252.578125,3494.8134765625,53,313.131,5.33,0.6907,0.0,0.0,0.0
2024-06-23,63180.796875,3418.61181640625,55,313.131,5.33,0.6706,0.0,0.0,0.0
2024-06-24,60277.4140625,3350.25634765625,51,313.131,5.33,0.6852,0.0,0.0,0.0
2024-06-25,61804.640625,3395.029052734375,30,313.131,5.33,0.6581,0.0,0.0,0.0
2024-06-26,60811.27734375,3369.477294921875,46,313.131,5.33,0.655,0.0,0.0,0.0
2024-06-27,61604.80078125,3444.800537109375,40,313.131,5.33,0.6605,0.0,0.0,0.0
2024-06-28,60320.13671875,3373.635986328125,47,313.131,5.33,0.6631,0.0,0.0,0.0
2024-06-29,60887.37890625,3372.9677734375,30,313.131,5.33,0.6705,0.0,0.0,0.0
2024-06-30,62678.29296875,3432.88916015625,47,313.131,5.33,0.6521,0.0,0.0,0.0
2024-07-01,62851.98046875,3440.341552734375,53,313.566,5.33,0.6668,0.0,0.0,0.0
2024-07-02,62029.015625,3416.354736328125,51,313.566,5.33,0.672,0.0,0.0,0.0
2024-07-03,60173.921875,3292.916748046875,50,313.566,5.33,0.6629,0.4285714285714285,0.1428571428571428,7.0
2024-07-04,56977.703125,3054.52197265625,44,313.566,5.33,0.6509,0.0,0.1428571428571428,7.0
2024-07-05,56662.375,2981.5986328125,29,313.566,5.33,0.6208,0.0909090909090909,0.2727272727272727,11.0
2024-07-06,58303.5390625,3069.3779296875,26,313.566,5.33,0.6449,0.6666666666666666,0.0,3.0
2024-07-07,55849.109375,2929.38720703125,29,313.566,5.33,0.6356,0.3333333333333333,0.0,3.0
2024-07-08,56705.09765625,3018.73193359375,28,313.566,5.33,0.6357,0.1666666666666666,0.0,6.0
2024-07-09,58009.2265625,3064.032958984375,27,313.566,5.33,0.6348,0.1666666666666666,0.0,6.0
2024-07-10,57742.49609375,3102.21875,28,313.566,5.33,0.6286,0.2,0.0,5.0
2024-07-11,57344.9140625,3100.330810546875,29,313.566,5.33,0.6302,0.0,0.1428571428571428,7.0
2024-07-12,57899.46484375,3134.15869140625,25,313.566,5.33,0.6264,0.1666666666666666,0.0,6.0
2024-07-13,59231.953125,3177.19873046875,25,313.566,5.33,0.6222,0.0,0.3333333333333333,3.0
2024-07-14,60787.79296875,3244.0791015625,33,313.566,5.33,0.6288,0.0,0.0,0.0
2024-07-15,64870.15234375,3489.552734375,52,313.566,5.33,0.6383,0.2,0.2,5.0
2024-07-16,65097.1484375,3443.513427734375,65,313.566,5.33,0.6596,0.375,0.125,8.0
2024-07-17,64118.79296875,3388.75244140625,69,313.566,5.33,0.6801,0.2,0.2,5.0
2024-07-18,63974.06640625,3426.258544921875,61,313.566,5.33,0.6592,0.25,0.375,8.0
2024-07-19,66710.15625,3505.73486328125,60,313.566,5.33,0.6701,0.4444444444444444,0.1111111111111111,9.0
2024-07-20,67163.6484375,3519.29541015625,74,313.566,5.33,0.6915,0.0,0.0,2.0
2024-07-21,68154.5234375,3536.60546875,74,313.566,5.33,0.7003,0.5,0.0,2.0
2024-07-22,67585.25,3440.419921875,70,313.566,5.33,0.7133,0.4,0.0,5.0
